Study_Hours,Attendance,Extracurricular,Past_Score,Final_Score
2,74,No,85,63.51347057729664
7,73,Yes,88,94.2231106314365
2,87,Yes,60,59.649716572648714
7,98,No,78,98.81691227730963
5,80,No,80,83.26345194610006
2,84,Yes,79,66.7913333004949
8,100,No,88,101.17363896948308
7,53,Yes,88,85.60417928502014
6,91,No,59,78.86288174931535
4,54,Yes,83,73.26196786810674
3,56,No,88,63.20205967746401
6,96,Yes,52,80.65813542283288
11,70,Yes,89,108.65099206516669
2,65,No,86,63.180557541726124
7,54,No,81,83.44927470904469
6,66,No,77,77.56805448749124
5,55,No,75,72.19472607110171
10,89,Yes,78,106.19971179305816
3,91,Yes,81,79.378484883974
10,86,No,71,100.48796336181155
9,98,No,64,99.81171475586507
11,74,No,88,109.14031331084387
4,72,No,65,63.77304403232349
10,89,No,73,108.37837332779877
4,73,No,86,78.66418918174021
11,91,Yes,60,108.57032632536992
2,89,Yes,81,69.70597606228588
11,64,No,58,94.00914326890224
7,92,Yes,72,90.89696561845209
7,98,Yes,71,91.22773162018895
4,52,No,74,64.76090640843188
6,72,No,89,83.57188671488827
6,53,Yes,50,67.72977240629004
11,90,Yes,86,120.77695369925034
1,99,No,85,69.84779053732187
6,85,No,66,84.68176821651387
7,64,No,80,88.65180557724636
2,90,No,65,61.46397785027236
7,76,Yes,60,84.77882346455978
5,89,No,58,71.14577081518365
6,78,Yes,72,79.9398620318144
7,65,No,84,87.11948928431713
9,59,No,76,96.3396571243304
9,87,Yes,87,105.76345914274974
2,89,No,51,58.70686525512314
7,56,Yes,53,76.3307576517495
3,84,No,87,73.93482228918688
5,66,No,67,76.34475910764937
2,84,Yes,77,63.69520541281791
3,74,No,74,62.98763678380365
3,76,Yes,65,60.81379734629507
3,97,Yes,62,67.5828232558777
1,92,No,66,58.735791948577514
3,66,Yes,65,60.443582895378526
12,55,No,81,110.47537353495558
2,100,Yes,54,57.839987846683734
5,50,Yes,67,71.71789696221737
8,55,No,58,81.0165192622309
10,58,No,63,95.48476038279571
3,92,Yes,62,64.54792560204748
11,89,No,85,111.33960394965261
6,74,Yes,54,69.04170437156019
10,91,No,77,113.08578855306229
10,68,No,64,91.28568591830184
9,100,Yes,66,102.23308357347554
3,98,No,73,75.05174365465942
11,54,No,86,101.78119649181228
8,79,No,59,84.93252205956205
11,61,Yes,64,99.72658389858431
11,57,No,87,102.98708993344796
10,63,Yes,56,89.0503289000692
2,83,No,68,64.3718948199599
4,62,No,55,64.35676094669294
8,58,Yes,70,88.33537761500264
2,94,Yes,68,65.72078777688765
11,63,No,52,98.62801302745575
6,78,Yes,58,75.36068082062516
2,87,Yes,59,56.67927312515436
1,72,Yes,86,60.40011740827046
11,52,Yes,71,98.20962848522494
4,96,No,89,84.24387497306819
4,88,Yes,63,72.3729868077797
7,85,No,73,91.82616434811811
3,66,No,66,61.83058583136573
12,85,Yes,60,111.78913660048376
5,70,Yes,50,67.92763357001195
9,87,No,82,103.60526122615899
2,70,No,66,61.52444691258439
5,86,Yes,59,71.79197523550232
6,88,Yes,68,87.50448467818794
1,90,No,58,58.10254260030522
9,91,Yes,74,97.40668333595707
4,85,No,86,83.67303085024575
11,94,Yes,78,115.84795433403964
3,88,Yes,83,77.33526549361432
6,73,No,57,78.73009378090806
1,70,No,54,42.95063987734123
10,95,Yes,66,105.51849120479436
7,74,No,78,83.83084074950841
12,51,Yes,63,102.43652824682609
7,52,Yes,54,68.59161809436505
1,81,No,59,52.88334661780731
6,69,No,74,80.81698856179521
12,62,No,65,107.66643398341995
3,91,Yes,81,75.93885813836746
3,67,No,81,69.26556731488559
12,88,No,67,115.23917053245188
11,82,No,86,115.19019188321103
7,65,Yes,66,80.78743302468588
9,59,Yes,59,84.58542924737813
5,96,Yes,78,83.85667063380137
11,51,Yes,56,93.0837257658666
7,51,Yes,67,81.03607115611483
7,55,No,58,73.96645696956283
7,52,Yes,66,72.31309395237592
8,92,No,76,98.18883227124805
12,57,No,87,113.05034943341376
6,87,No,65,82.52533423581932
2,86,Yes,75,63.62795081611011
7,100,Yes,74,89.74189442960576
12,72,No,51,98.82674507318269
8,67,Yes,82,90.31260454373617
5,83,No,55,73.94359860230719
9,62,Yes,75,97.90064680234384
6,82,Yes,53,71.51659175115037
3,58,Yes,83,69.80197952884546
4,76,No,69,73.17863541291534
3,55,Yes,79,62.41909656359986
3,61,Yes,87,71.85342459010442
4,88,Yes,55,65.2189931610329
2,97,No,61,66.44342425107199
9,60,Yes,78,89.73544504987552
3,74,No,83,74.83679799968833
8,100,Yes,78,97.05547267905503
1,79,Yes,75,59.59465938119851
1,73,No,51,48.822120666920426
11,75,Yes,69,105.37245907927942
2,97,No,82,69.58413094697842
11,55,Yes,79,103.44029889032277
7,83,Yes,69,82.82913400333015
8,83,Yes,66,91.07786143122509
9,95,Yes,77,106.01817138265058
7,84,Yes,79,89.23144969596747
12,86,Yes,78,120.89409372678413
11,90,Yes,70,108.46049099062644
8,65,Yes,82,91.66573880372698
11,93,No,71,107.7057410503212
3,92,No,90,82.83348037450862
1,52,No,62,44.23098516594435
11,63,No,57,101.56945664423075
1,86,No,67,61.93766033931663
3,58,Yes,72,58.28959699208518
11,61,Yes,74,98.37524614367008
2,93,No,89,74.51598157823696
2,64,No,86,64.38184516206644
2,56,Yes,87,57.12572500384927
5,50,Yes,57,65.49472512207538
6,81,Yes,89,85.63772028355231
1,66,Yes,82,60.9648859820383
6,58,No,60,73.39319867606457
1,74,Yes,61,54.68582365480895
2,80,No,50,56.51044430996604
1,70,No,63,47.3686928196565
9,56,No,79,88.96184980028727
7,81,Yes,77,89.99206739761344
12,100,Yes,59,110.77624790970741
1,77,Yes,63,54.06717237953292
9,61,No,62,88.98325633418412
5,80,No,84,86.6089711425059
7,68,No,73,88.12372334618706
3,74,Yes,82,72.87850465234192
4,87,Yes,74,70.70501306012474
9,59,Yes,70,89.64749871437516
1,97,Yes,67,64.96031823886574
12,68,No,51,96.7277398874656
3,60,No,69,61.39658456742882
2,73,No,60,54.71206673433116
5,86,Yes,66,80.58419948161216
3,87,No,69,72.87064769501619
4,83,No,51,68.04543013177855
2,97,No,50,57.91043007469005
12,89,No,65,116.24922107294353
8,72,No,51,85.59411531312446
1,53,Yes,89,59.943908223009664
2,93,Yes,51,57.54643122241981
11,91,Yes,68,114.13112790371582
3,79,Yes,75,64.16451884007296
1,54,Yes,68,51.77651726784781
4,72,Yes,54,67.15638579339334
4,57,Yes,90,70.03671279350681
12,83,No,70,113.33766368570097
3,99,No,51,60.69509519913961
12,67,Yes,59,107.94948724805312
8,51,Yes,60,81.08254078779197
1,55,No,56,48.1322348092997
6,94,Yes,80,87.19076264285775
8,71,No,70,90.63426513603925
5,85,No,82,80.89730329630025
5,88,Yes,75,82.25892400301828
9,53,No,80,88.40494950261451
10,91,No,75,110.87089631702779
6,68,Yes,75,76.85873666105779
7,95,Yes,58,85.05553004772253
10,56,Yes,66,97.50806493816597
10,86,No,53,97.12389634830183
10,90,No,56,102.02160574258103
12,96,No,61,115.09675677593428
11,71,Yes,61,104.06280803148066
3,72,No,71,66.47294480986527
4,98,No,53,72.93800198923768
2,97,Yes,84,72.63258250053585
10,55,Yes,50,90.11836294060888
5,81,No,85,86.86417889391886
1,56,No,58,40.76051788619674
2,82,Yes,72,66.0609911158216
2,77,No,83,66.29675751279093
12,82,No,53,105.35425743838051
11,87,Yes,53,98.27436515843529
8,86,Yes,90,101.48771694031578
6,80,Yes,58,79.75632182141469
6,83,Yes,79,87.76060326500271
5,87,No,86,88.44370684596089
9,50,No,67,85.76762036725886
10,64,Yes,71,95.19916241691143
2,54,Yes,68,49.98994365417552
7,71,Yes,78,88.029634391211
5,62,Yes,78,75.22730253555302
2,90,Yes,74,63.8633029779009
1,96,Yes,84,63.614020008907985
5,88,No,54,69.3943927343669
11,83,No,90,112.58323810907171
7,90,No,71,88.77772178601874
5,96,No,63,81.27105774754922
6,92,No,56,80.55514804398925
3,53,No,84,68.80335531464314
8,89,No,83,95.50025889661389
2,97,Yes,51,58.20346097794331
10,60,Yes,74,96.8624675903244
7,76,No,84,89.84321287008005
9,99,No,80,102.53208369244975
3,63,No,71,63.12420481798199
3,90,No,81,71.83501638944861
6,57,Yes,90,86.91218741165541
4,93,Yes,57,69.29430780206155
8,98,No,78,105.28258616083036
12,57,Yes,60,100.7288010893579
4,82,Yes,76,76.97754059410877
2,68,No,52,51.2925212120324
8,92,No,62,94.84824383212927
9,74,No,84,102.40262951629015
4,51,No,69,67.74302586129916
9,80,Yes,70,97.78965599958593
12,82,No,85,113.99267947350468
10,67,Yes,67,100.01733013422121
9,55,Yes,56,88.20879560172415
1,89,No,71,61.53688649488374
11,76,No,60,100.49576036087826
1,96,Yes,90,68.59490434424298
12,74,No,65,105.43324749553929
11,97,No,68,107.4684132193957
7,88,No,60,87.00626104975771
1,84,Yes,68,57.99549325857511
4,73,No,52,58.950393245619416
6,54,No,87,82.40974254775176
5,88,No,87,87.66872738982165
3,67,Yes,56,61.34810557460946
3,64,No,89,67.44120512080409
5,61,Yes,79,78.22483328916226
6,85,No,63,78.60382151249603
3,67,No,73,61.705225078463684
9,90,Yes,55,93.42489947959169
5,62,Yes,78,71.80994958463198
10,58,Yes,61,89.26199655610483
10,97,No,56,102.80738766025907
6,89,No,80,85.18767306929922
4,98,No,62,76.05820453487401
5,73,No,64,74.97498101567834
1,77,Yes,62,50.420166769488105
5,78,No,74,74.71842347870965
5,92,Yes,60,75.8626050032858
8,84,No,67,89.01109788354654
4,78,Yes,80,72.77568510522353
8,67,No,73,93.39086132525759
2,97,No,54,60.59827995633878
3,72,Yes,50,57.501689538552085
4,79,No,61,66.68842020340902
8,96,No,56,92.37152717458635
5,79,Yes,62,70.8692566063628
10,53,No,76,92.21688215278905
1,59,No,62,48.51442132764491
7,52,No,76,84.60438406232738
7,83,Yes,77,89.23081561152354
10,71,No,58,91.75963245289252
8,71,No,86,98.77594355892455
6,85,No,60,82.4844588515443
7,50,No,88,85.11575692603108
12,61,Yes,71,106.81202119298464
6,97,No,60,85.83727140385068
7,66,No,78,88.08106135396649
4,73,Yes,58,69.30318854688139
1,79,No,86,63.134338527628934
7,89,No,52,80.74010666800892
10,78,Yes,80,102.7096879049134
5,65,Yes,74,77.65147621283836
1,85,No,79,63.15938470342021
3,94,No,71,67.07608198811916
5,76,No,50,65.98577492505055
3,51,No,89,65.40481391012015
9,75,No,66,93.16113349009288
10,93,No,76,110.71819106702667
3,81,No,82,69.70528302907711
6,56,Yes,84,78.19839462420397
7,70,Yes,89,88.7965251550884
8,68,Yes,51,85.7597873783153
4,61,No,77,68.54818910474437
1,73,No,64,50.19716452419271
7,88,Yes,67,86.08049917671946
3,59,Yes,79,64.71671277357277
3,88,No,67,66.217799544563
7,64,Yes,85,86.96821529528259
6,78,Yes,82,86.45888456893798
2,67,Yes,89,68.00231061136675
12,75,Yes,60,109.85142955596204
10,61,Yes,72,98.09312980896293
7,75,No,66,79.41016310397826
5,98,Yes,86,90.14368380024705
7,61,Yes,57,75.42898319653612
2,52,No,60,48.13570058075735
2,100,Yes,59,60.90962913143038
2,63,Yes,65,52.25799194035344
4,71,No,89,77.35654874733187
7,77,Yes,77,92.78038021471622
5,65,No,90,79.27221455833204
12,83,No,70,117.18008277182857
2,54,Yes,63,56.38541202965781
8,54,No,85,92.64252412557242
5,50,No,90,80.90489243433925
7,97,No,63,89.00593217281748
12,100,No,58,109.76286874253172
12,93,Yes,81,116.689666065113
11,93,Yes,65,104.6129655502465
8,94,No,63,92.21746248479118
8,79,No,66,94.30380011244725
2,64,No,69,56.5135500614342
8,94,No,72,93.19425395151323
12,98,Yes,76,117.95101719752218
8,50,No,58,74.02506891044985
7,97,No,71,96.51675356920524
10,72,Yes,85,105.5415037280072
6,68,Yes,87,85.85940501437399
9,70,Yes,67,89.3078338826286
5,61,Yes,52,65.83565723882737
1,100,Yes,83,70.25785429225311
3,51,Yes,82,63.127221162307464
12,76,No,84,119.60641056753157
4,51,Yes,76,61.82800391027233
2,66,Yes,66,51.57575195475023
6,55,No,90,86.37949025448039
7,80,Yes,76,94.24896389206963
6,57,No,59,75.22051406807992
5,79,Yes,54,72.5779151225282
11,55,Yes,63,99.4118050440647
7,99,Yes,83,102.04942480264064
1,99,Yes,88,71.66948699087044
6,87,Yes,83,90.03405383728281
1,65,No,51,45.61964131134405
1,82,No,52,48.193205542519614
1,54,Yes,72,52.93111216174455
10,50,No,86,100.61914995421552
5,98,No,62,79.48423600216522
6,63,Yes,52,73.41288413527269
8,52,No,57,77.65630392680146
2,63,Yes,56,51.27085632747052
9,63,Yes,74,94.28223175735877
2,62,Yes,71,53.17823722735878
5,69,Yes,82,81.0373234312634
12,52,Yes,88,112.16272874224134
11,74,Yes,75,102.3927036997399
10,64,No,68,94.78806832493594
1,86,No,90,66.84167038211588
11,66,No,51,98.42074484538641
2,55,Yes,67,53.89308893568371
6,65,Yes,59,77.29150733271757
12,53,Yes,69,106.06838988603829
1,74,Yes,69,51.04117285952139
2,52,No,51,46.76624976803274
12,100,No,66,116.1399632812597
5,95,No,82,84.38722284006057
11,78,No,84,107.31578484042242
12,100,Yes,76,119.4505684360454
4,54,No,77,66.44992086638747
7,93,No,89,96.41940818808196
8,95,Yes,79,104.70442517687884
12,58,No,87,110.52013303625449
1,58,Yes,52,42.13132976553679
6,77,No,68,78.3782286577327
12,87,Yes,64,113.08582765044461
6,90,Yes,89,89.1817165798802
8,62,Yes,87,94.87342994925986
1,96,No,80,63.0514058296714
6,55,Yes,64,75.9669655389673
5,93,No,66,83.20370021057497
10,87,No,77,104.32237328334145
5,78,Yes,59,76.63178665616091
12,95,Yes,82,124.10762268533468
6,66,No,77,75.63171751574984
2,92,Yes,54,55.72049609239113
6,80,Yes,52,71.91670124727437
2,55,No,64,53.41898857385501
11,64,Yes,68,98.3704606751896
8,82,Yes,78,93.08599101504298
5,93,Yes,69,83.23343581388977
9,51,Yes,70,84.34593817523636
12,92,No,84,119.8890178397431
1,81,No,83,63.55886767943815
8,85,Yes,69,88.28650663934943
6,94,Yes,73,86.76743749745582
11,91,No,83,119.60005578805874
7,91,Yes,56,81.43747721972439
7,74,Yes,84,93.12986653693928
2,94,No,84,70.73615711994044
11,68,Yes,87,112.82560691695161
8,69,Yes,77,95.00056081041423
2,50,Yes,71,49.406372730535516
1,99,Yes,52,58.22664833413832
4,50,Yes,54,52.918918398756304
11,88,No,89,113.60567069274137
10,63,No,67,99.14813835533008
9,53,No,68,85.1511785969706
6,58,Yes,66,75.4023670390971
5,57,Yes,87,72.92671478910616
5,99,No,82,91.93778132294183
12,91,No,90,121.24399994168044
9,60,Yes,79,94.57813553041598
9,58,Yes,87,100.34288461544072
5,85,No,84,87.36762244985779
7,82,No,78,86.68342435481536
9,62,No,89,100.56405783009448
12,76,No,79,116.03426325739447
6,80,Yes,87,92.09400140994255
10,71,No,58,98.13057083341384
12,97,Yes,78,120.65795348987302
5,97,No,63,84.05079744010715
1,82,Yes,53,50.89203226616363
4,59,No,72,67.86560122856943
10,89,Yes,81,108.5144675032474
12,78,Yes,67,108.84552716322352
4,75,No,85,78.53811914595231
12,81,Yes,73,111.60316456377161
6,72,No,61,73.41860452012396
6,63,Yes,65,78.2212942488388
12,74,Yes,89,121.71237668235716
7,69,No,64,83.4192045397063
12,88,Yes,64,107.68524939887193
12,63,No,90,111.20466546493648
1,96,No,90,70.57339043685303
3,70,No,86,73.60107303717642
12,66,No,62,100.83860370133931
10,94,Yes,52,102.87879456885335
1,66,No,74,56.12498011313049
11,51,No,60,95.22858536328506
2,83,No,61,60.04832274810939
12,70,Yes,71,106.24428139299027
5,54,Yes,71,71.40540151306388
7,78,Yes,85,91.67666836079441
3,61,Yes,74,66.64401019186414
11,94,Yes,89,122.27229487270138
5,71,No,89,78.1853010134326
2,60,Yes,82,64.69096788694505
12,62,Yes,90,111.16633381814859
1,51,Yes,74,51.669810871130544
1,93,Yes,68,63.19636356522587
12,61,Yes,79,106.04856880178615
4,79,No,65,73.11800491477568
9,52,Yes,80,92.18216297316995
2,88,Yes,87,68.46707958312655
12,72,No,66,108.13213819656447
7,82,Yes,90,94.09815100792835
5,67,No,50,68.40102243675697
10,74,Yes,87,102.44546621477456
10,89,Yes,84,115.26009710372048
7,51,No,69,76.02418299459403
3,77,Yes,88,71.26094482702581
9,54,No,86,99.15959468875651
9,68,No,60,85.99725202179972
1,84,No,83,58.963975331102496
12,98,No,88,127.21415540187768
6,54,Yes,77,80.31425399727537
2,74,No,83,66.05476604134535
10,65,Yes,87,104.83321020799582
2,89,Yes,61,62.881003734699746
4,50,Yes,54,54.89773184256486
1,50,Yes,84,49.04653235432506
12,76,No,82,117.27645172565332
4,88,No,83,81.3292144575371
1,55,No,64,48.8430484132681
6,52,Yes,62,69.84532857029197
8,64,Yes,77,86.07282965082467
8,84,Yes,78,98.38184885096841
1,51,Yes,74,49.683931353956964
7,86,No,82,89.10559855215698
3,73,Yes,81,71.93108270543064
9,62,No,73,95.11141568111469
7,74,Yes,70,89.94869042932257
6,93,Yes,87,92.57821594881473
12,56,No,81,108.47572506176562
9,91,No,66,98.32790466214057
6,69,Yes,75,76.84584362441876
1,95,No,84,67.62297043463333
10,91,Yes,78,107.20982414519102
3,72,No,90,71.17374131473072
8,57,Yes,90,93.3249701886568
5,66,No,88,79.12036240410579
8,55,No,69,82.57401712016238
3,94,No,72,69.20285772384959
1,52,Yes,66,51.876423200225744
2,88,No,90,68.06539914897856
6,90,Yes,65,86.7344127283553
4,64,No,86,75.99934710925474
4,83,Yes,87,82.20246208237835
3,90,Yes,60,63.75596733799281
8,58,No,55,77.36679874448664
1,50,Yes,61,46.0569670906918
11,94,No,80,113.0975524226756
6,72,Yes,55,71.86823326583789
2,73,No,83,69.5238694299685
5,99,Yes,53,79.35552372697789
12,62,Yes,69,110.22000441518644
9,91,Yes,61,91.99943380747001
9,73,Yes,76,97.58980905582267
12,86,Yes,67,109.73655770437587
9,76,Yes,88,100.36385868211026
4,76,Yes,58,69.65131291289103
9,71,Yes,78,101.53925169290946
12,86,Yes,51,109.27110909512984
9,74,Yes,86,98.130174779935
4,61,Yes,81,69.66761723635543
2,87,Yes,75,70.16739933791344
1,75,No,56,52.273890801199904
11,68,No,71,101.50609871537193
7,82,No,84,90.59661444853083
5,70,No,51,66.38910842013082
1,76,Yes,56,47.92315684959832
12,55,Yes,53,93.08350473804097
11,97,No,70,112.0753156877109
1,89,No,66,61.89454134817652
3,96,No,90,84.09847721601456
5,77,No,76,81.86180095834283
9,72,No,57,94.3443650772341
11,78,Yes,58,98.47686918063154
9,69,Yes,87,99.20765129227117
5,69,No,73,74.15042727903483
10,64,No,74,94.316419923263
1,52,Yes,70,49.59852251291838
9,73,Yes,60,87.6593993397668
2,68,No,63,58.75381563765982
3,64,No,62,59.766976997310266
2,77,Yes,62,54.42666362242192
9,50,Yes,81,93.64222680627859
5,61,Yes,54,64.61467352244993
2,57,No,60,47.64163951252684
9,61,Yes,90,103.48118258930211
5,87,Yes,77,86.47930901978515
12,91,No,50,111.3744740719923
2,56,No,81,58.00067811690145
10,76,No,76,99.11064905640986
7,62,Yes,69,80.61074062973768
4,78,Yes,53,68.88000887044544
9,83,No,88,100.58690433639809
8,57,Yes,89,91.25472303082726
2,51,Yes,73,51.27152404576916
9,68,Yes,68,90.55848596705499
4,99,No,74,83.66011225873186
6,51,No,56,72.35437455148877
8,66,No,75,91.17026987741889
10,64,No,84,104.79801355980845
1,52,Yes,54,46.9810652958627
6,60,Yes,60,73.01014725322668
1,51,No,87,54.56845967616266
8,57,Yes,89,96.48442347995245
2,100,Yes,65,66.54891967826579
5,51,Yes,68,70.5973009340212
4,92,No,74,80.5025525424359
5,58,No,79,78.15062183809313
1,67,No,69,49.08590206567936
10,87,No,73,106.68809823202965
10,63,No,56,93.9467172866136
12,54,No,75,103.90841679822601
2,89,No,84,70.32969902564088
4,86,No,70,74.50550785991254
11,97,Yes,77,119.04801209504768
4,85,No,63,69.99363253852853
3,60,Yes,66,62.77778343252174
6,89,Yes,59,82.94539119688326
5,92,No,87,86.1512689758474
8,58,Yes,63,80.24798422277857
1,71,No,85,59.23114237156666
11,89,Yes,82,114.99689691985282
2,95,Yes,55,64.19989757645156
10,68,Yes,73,97.66164766516295
5,55,No,88,75.38936714731791
11,59,No,57,97.5162363783955
2,59,No,79,57.91223250008957
7,60,Yes,85,88.01527574406799
8,86,No,89,101.45451210363291
11,75,No,63,99.95070473373758
5,94,Yes,51,76.51628820685772
4,75,No,66,71.55984849294401
11,96,No,88,117.50097149453012
4,88,Yes,54,67.70350595426584
6,96,Yes,62,78.62758009301247
2,84,No,58,62.03155555794978
9,57,Yes,53,84.34331721488272
4,75,Yes,89,81.88965448126382
4,93,No,63,72.03312832613531
1,98,Yes,57,58.33902431898923
12,70,Yes,66,106.23091824059999
9,62,Yes,54,85.90311638553521
1,71,No,66,57.4032659425547
11,70,No,88,109.19710801276953
5,58,Yes,58,69.60609256941454
10,52,Yes,73,92.40624521720623
2,99,Yes,55,64.15022035435729
3,64,Yes,64,56.47403284499174
2,72,No,57,58.12617684109148
12,61,No,78,105.74934555077407
3,73,No,58,61.34671622889818
11,76,No,64,98.52700211728084
7,50,Yes,64,76.77882374783623
10,51,No,74,97.3329017847565
8,82,No,75,96.19143031516425
3,82,No,57,59.934233111205636
12,76,Yes,81,115.94956814184587
7,90,Yes,90,94.32546204927556
8,55,No,52,75.03767950245087
10,54,No,89,101.12672689940491
2,70,Yes,70,60.973821864969636
2,63,No,58,47.217292718073324
2,65,No,89,69.90456714111616
7,96,No,53,86.21183787121028
6,90,No,76,83.40893725681039
10,76,Yes,86,102.51161648428686
9,82,Yes,72,97.31470816687069
12,61,No,70,108.7255079775738
2,50,No,83,59.097242435945645
8,74,Yes,63,82.94509480644149
5,81,Yes,86,82.55493706760602
11,52,No,85,102.80267212577809
11,52,No,76,100.18718813998075
8,59,No,63,81.40073644968794
9,53,Yes,81,88.45783899883747
9,52,No,70,87.893890435
3,57,Yes,61,60.034768516501714
3,84,No,57,58.34716883060889
3,89,Yes,90,74.72673919031213
1,67,No,90,61.275643244451494
6,67,No,69,76.72447196313036
5,100,Yes,56,80.39804759660072
7,73,No,85,91.8475016749361
10,76,Yes,90,111.692247766721
4,87,Yes,88,81.82089027183993
7,74,No,68,86.88060375447002
10,63,No,78,103.99312284276633
3,68,Yes,63,62.184169914722496
5,80,Yes,67,79.636206815439
3,50,No,80,63.08296949676437
8,93,No,71,92.10764501006739
6,76,Yes,77,81.7011308906858
4,83,Yes,77,75.53598340505225
6,87,Yes,54,80.06379252026188
9,82,No,67,96.40243546239306
9,91,No,86,105.59433874980708
12,90,No,57,109.57801228501123
5,77,Yes,68,78.5464363462489
6,99,No,67,86.39251517628979
11,57,No,77,98.7975862141654
1,74,Yes,71,59.905518128528676
4,68,No,76,68.86260793226083
5,65,No,71,70.03552320824227
7,94,No,64,85.5336862268523
10,54,Yes,52,86.6820009316018
9,51,Yes,63,83.4328911368891
9,54,No,75,90.92670955587633
2,51,No,52,44.927110128568806
9,78,No,55,91.1738340221093
11,65,No,89,105.5602600706173
